step,loss,l1_final,l1_cv,lr,ms_per_step
1,250.50865173339844,139.70411682128906,17.338768005371094,0.00019999988896697332,2930.9000968933105
50,43.22941705703735,22.792392911911012,3.585628750324249,0.00019972256003598148,952.090802192688
100,9.575692777633668,4.442040457725525,1.1864479315280914,0.0001988919506535622,939.0322804450989
150,8.153662481307983,3.971794490814209,0.9257856082916259,0.00019751329283579068,1049.8310263951619
200,7.048637008666992,3.406449484825134,0.8165762305259705,0.00019559508646656363,1027.5879669189453
250,6.861793804168701,3.3465818643569945,0.7741963863372803,0.00019314915792601562,1083.1624193191528
300,6.094747743606567,2.978443720340729,0.6822703659534455,0.00019019058717695283,1066.7466290791829
350,5.677814121246338,2.7371279120445253,0.6454734838008881,0.00018673761479186802,1104.3640068599157
400,5.320561695098877,2.5676826143264773,0.5944185692071915,0.000182811529493745,1089.658373594284
450,5.0940892696380615,2.460673134326935,0.5479142105579377,0.0001784365369040025,1115.4604943593342
500,5.195779767036438,2.5360990238189696,0.5257555347681045,0.000173639610306789,1101.9145865440369
550,5.826089859008789,2.902022671699524,0.5612646633386612,0.0001684503243497163,1121.3975542241876
600,4.90104826927185,2.4006617355346678,0.47420611321926115,0.00016290067270632245,1109.6607995033264
650,4.2473062324523925,2.0396582961082457,0.425004768371582,0.00015702487082443531,1126.0406666535598
700,4.657613868713379,2.3038234186172484,0.43765778362751007,0.00015085914497655912,1115.897524016244
750,4.574385509490967,2.266467022895813,0.42488598883152007,0.00014444150891285802,1129.8995329538982
800,3.9133252334594726,1.8789313697814942,0.3790346759557724,0.0001378115294937454,1120.786662697792
850,3.9094903087615966,1.8850378966331482,0.3746627140045166,0.00013101008274703192,1132.5938729678883
900,3.854325838088989,1.858566287755966,0.36500383347272874,0.00012407910185362138,1124.2008601294624
950,3.8060887670516967,1.8452685642242432,0.35215187549591065,0.00011706131861550665,1134.684012814572
1000,3.665078282356262,1.7715489220619203,0.34186928272247313,0.0001100000000000005,1126.9064030647278
1050,4.018611588478088,1.975089144706726,0.3654845803976059,0.0001029386813844944,1135.8970760163807
1100,3.4872667837142943,1.6683703660964966,0.3280645924806595,9.592089814637966e-05,1128.7121603705666
1150,3.503406147956848,1.6820883405208589,0.32495793133974077,8.898991725296889e-05,1136.9174250312474
1200,3.3068285942077638,1.5772055649757386,0.30999519348144533,8.218847050625506e-05,1130.556784272194
1250,3.387745385169983,1.6299891340732575,0.3125204274058342,7.55584910871423e-05,1138.3316137313843
1300,3.156773684024811,1.4833795833587646,0.2970933711528778,6.914085502344127e-05,1132.3908655460064
1350,3.2175131130218504,1.5412854754924774,0.2981376054883003,6.297512917556521e-05,1139.6117007290875
1400,3.155233163833618,1.4860104024410248,0.2940159383416176,5.7099327293678084e-05,1132.5467297009059
1450,3.131131682395935,1.4836796474456788,0.29199564129114153,5.154967565028422e-05,1125.3941085420806
1500,3.0129547762870788,1.3988794934749604,0.2818744432926178,4.63603896932114e-05,1110.8779069582622
1550,3.041210653781891,1.4199520766735076,0.283527355492115,4.156346309599774e-05,1106.526385891822
1600,2.9589940118789673,1.3845711493492125,0.2754145047068596,3.718847050625519e-05,1094.620258808136
1650,2.8999162578582762,1.3411660027503967,0.2723731005191803,3.3262385208132035e-05,1091.5514711900191
1700,2.8578690338134765,1.3367926800251007,0.2696823248267174,2.980941282304715e-05,1081.9142950282378
1750,2.8638048791885375,1.3316519927978516,0.26727389365434645,2.6850842073984363e-05,1086.3674813679286
1800,2.7813312220573425,1.280195301771164,0.2646866881847382,2.4404913533436295e-05,1077.5417766306136
1850,2.73166784286499,1.249714744091034,0.2607671198248863,2.248670716420917e-05,1075.4024170540474
1900,2.805812659263611,1.2960088348388672,0.263979474902153,2.1108049346437637e-05,1066.5013898046393
1950,2.7849034380912783,1.2883205211162567,0.26087075024843215,2.0277439964018494e-05,1064.910920583285
2000,2.7228818273544313,1.2470053005218507,0.25815111249685285,2e-05,1056.8504606485367
