step,loss,l1_final,l1_cv,lr,ms_per_step
1,350.8289489746094,138.56382751464844,17.372257232666016,0.00019999980260798416,14540.222644805908
25,216.34490615844726,83.70465896606446,11.87594479560852,0.00019987665812791174,1066.3573265075684
50,34.23500846862793,9.965854396820069,5.160462274551391,0.00019950697058314476,780.983772277832
75,20.896304359436034,6.326925449371338,2.9143207836151124,0.00019889195065356257,687.2771326700846
100,14.862025451660156,4.629904994964599,1.889875855445862,0.00019803328406604274,641.8077874183655
125,13.275417251586914,4.256209335327148,1.5278621912002563,0.00019693332436601635,637.300968170166
150,14.456121711730956,4.908594312667847,1.4159694862365724,0.00019559508646656404,615.073045094808
175,13.19562973022461,4.462109375,1.300158634185791,0.00019402223838474838,601.2662124633789
200,11.548503379821778,3.8606870365142822,1.1850183367729188,0.00019221909118783423,589.6788132190704
225,9.690712432861329,3.1507957077026365,1.0799667429924011,0.00019019058717695335,592.746917936537
250,9.56598352432251,3.1330915451049806,1.0244072365760803,0.00018794228634059972,584.811749458313
275,8.881758899688721,2.8505140590667724,0.9841638040542603,0.00018548035111508839,577.9804801940918
300,7.155608711242675,2.2309936332702636,0.8815864157676697,0.00018281152949374552,572.3432040214539
325,6.732528572082519,2.0988622903823853,0.8358118748664856,0.0001799431365311276,576.77858205942
350,6.523435459136963,2.028360924720764,0.8002537655830383,0.0001768830342929657,572.419524874006
375,6.41907506942749,2.004923119544983,0.7748633432388305,0.00017363961030678944,568.5054531097412
400,6.151729907989502,1.9195579671859742,0.736592903137207,0.00017022175457229744,565.307754278183
425,5.898024826049805,1.8371838092803956,0.7035056281089783,0.0001666388351944856,569.4026178472183
450,5.781048774719238,1.805279426574707,0.679794385433197,0.0001629006727063228,566.8740606307983
475,5.560856876373291,1.7354571914672852,0.6481155323982238,0.0001590175131513527,564.8172689739026
500,5.335446548461914,1.6651385021209717,0.6174855327606201,0.00015500000000000027,562.6272511482239
525,5.215165672302246,1.6264382123947143,0.5927774691581726,0.0001508591449765595,565.9043929690406
550,5.0946950340271,1.591446542739868,0.5682152533531188,0.0001466062978768223,564.3964659083973
575,4.959551296234131,1.5443201637268067,0.5487635350227356,0.00014225311545907728,562.6460357334303
600,4.842387504577637,1.5101580142974853,0.5216663527488709,0.0001378115294937457,561.0645341873169
625,4.92978084564209,1.5582423448562621,0.5118480587005615,0.00013329371405922745,564.2711601257324
650,4.802903957366944,1.5177043533325196,0.49455165505409243,0.0001287120521735991,568.2596155313345
675,5.014260025024414,1.5982587385177611,0.49718793272972106,0.00012407910185362173,566.6503450605604
700,4.5412296867370605,1.421370177268982,0.46409660816192627,0.00011940756169408984,565.3840902873447
725,4.3774667167663575,1.3696829557418824,0.4470439124107361,0.00011471023606186591,567.9363885419123
750,4.350817375183105,1.3596804428100586,0.438562376499176,0.00011000000000000086,566.60165087382
775,4.254211654663086,1.3264953327178954,0.42775466084480285,0.00010528976393813586,565.4910441367857
800,4.161637315750122,1.295526113510132,0.41799250364303586,0.00010059243830591197,564.4551488757133
825,4.112910213470459,1.2733924722671508,0.4094580698013306,9.592089814637998e-05,566.7546194249934
850,4.023558187484741,1.2407091903686522,0.399274605512619,9.128794782640239e-05,565.8485687480253
875,4.327364349365235,1.3628993320465088,0.40602861762046816,8.670628594077383e-05,564.852313722883
900,4.952168712615967,1.5936113500595093,0.43948367357254026,8.21884705062554e-05,564.0594312879774
925,4.387162094116211,1.3783103942871093,0.40884858250617984,7.774688454092364e-05,566.3260140290131
950,4.3728238964080814,1.381923451423645,0.4010926997661591,7.33937021231787e-05,565.4115252745779
975,4.26320779800415,1.337017116546631,0.39585584044456484,6.914085502344155e-05,564.5977616921449
1000,4.107663536071778,1.281632056236267,0.38749874114990235,6.500000000000081e-05,563.943888425827
1025,4.03869029045105,1.27142343044281,0.3845172667503357,6.09824868486484e-05,565.8743120984333
1050,3.935793800354004,1.2305113697052001,0.3786147153377533,5.709932729367822e-05,565.0681625093732
1075,3.875594301223755,1.209510760307312,0.37417019248008726,5.336116480551547e-05,564.44829053657
1100,3.814517364501953,1.1786595869064331,0.36833518266677856,4.977824542770356e-05,563.8416188413447
1125,3.7577805805206297,1.1556673955917358,0.36539348363876345,4.636038969321146e-05,565.5756422678629
1150,3.7394561100006105,1.1497919321060182,0.3625818705558777,4.3116965707035184e-05,565.2722346264383
1175,3.7480635452270508,1.152714400291443,0.3612829303741455,4.0056863468873195e-05,564.7260887064832
1200,3.701094160079956,1.1336736583709717,0.3580217695236206,3.7188470506255224e-05,564.2580650250117
1225,3.6566826152801513,1.1110763883590697,0.35523192524909974,3.4519648884912266e-05,566.2060231578594
1250,3.612536840438843,1.0928584766387939,0.35235576510429384,3.205771365940087e-05,565.6668872833252
1275,3.718031978607178,1.1349135661125183,0.3547662711143494,2.9809412823047182e-05,565.1353336783017
1300,3.7600470352172852,1.1570686197280884,0.3542777287960053,2.778090881216616e-05,564.67768907547
1325,3.738350534439087,1.1538091468811036,0.35349900245666505,2.597776161525201e-05,566.2892183267845
1350,3.6826198577880858,1.1303107023239136,0.35118396282196046,2.440491353343629e-05,565.8633663036205
1375,3.536359510421753,1.058730502128601,0.3429558789730072,2.306667563398394e-05,565.5386406291615
1400,3.4840463066101073,1.0338892078399657,0.33974571466445924,2.1966715933957547e-05,566.0038699422564
1425,3.567349853515625,1.0853345561027528,0.34094403743743895,2.1108049346437633e-05,568.5097513700787
1450,3.4869262886047365,1.0456839656829835,0.33713921189308166,2.049302941685541e-05,567.9793060236964
1475,3.5620945358276366,1.0801641654968261,0.3398511040210724,2.0123341872088358e-05,567.5597664461297
1500,3.5119262886047364,1.0446647715568542,0.3386734926700592,2e-05,567.1714652379354
